0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0.08747237590897103,0.002829485079263739,1.7682353650914315,0.18839573077482716,0.11707050992496969,0.14814814814814814,0.4781649684248495,0.7204434607525443,0.9671947324937303,0.28156305508125573,0.4285714285714286,0.9595959595959596,1.0,0.0,23.3580974753938
0.378378728385426,0.022078751740721936,1.1156286122954973,0.0919744549055718,0.06608858170590708,0.8518518518518519,0.9117594173428967,0.7853209867877542,0.8850013405583114,0.42464792394558337,0.2857142857142857,0.8686868686868687,0.0,1.0,17.268768294910693
0.06690063307137331,0.0038282291227355156,-0.5362620867302609,0.22118804416498652,0.2556710770457803,0.2962962962962963,0.22802442518150873,0.4064715365521143,0.9801836361008885,0.2743759310441773,0.4285714285714286,0.7676767676767677,0.0,1.0,27.77697354086625
0.14064523875104437,0.01113233553266401,1.323365595017678,0.4225141165531269,0.15310285637832033,0.14814814814814814,0.41067876849910817,0.20031914764450032,0.8613705886855714,0.3050057308976398,0.1428571428571428,0.8484848484848485,0.0,1.0,16.121959885573368
0.14422462474712275,0.20491799655792128,-0.9307904426581171,0.1486940444522663,0.17748987136790056,0.25925925925925924,0.1468320519288943,0.11142903551949912,0.9834475714323815,0.2863217366640134,0.2857142857142857,0.6161616161616161,1.0,0.0,23.12942648265648
0.01640346978324115,0.0013808744903123162,-1.1443594903337315,0.06800932977397076,0.33013291003486317,0.1111111111111111,0.013357356216072591,0.4547837404486561,0.9935223680267664,0.23796964569150358,0.5714285714285714,0.5858585858585859,1.0,0.0,37.04422343694585
0.055810218358410754,0.7533012543499168,-1.1643083343764278,0.4994511414890923,0.42171814009150826,0.07407407407407407,0.12557720030461456,0.5255453731417061,0.9897491794427337,0.07530897662529672,0.4285714285714286,0.18181818181818182,1.0,0.0,31.1781102518115
0.022928502734381243,0.21290648310594473,-0.7648140028023792,0.09937841418436022,0.518069256886927,0.14814814814814814,0.10926955975040703,0.40570698442186637,0.9944901051031536,0.37529790597968843,0.2857142857142857,0.4242424242424243,1.0,0.0,20.824377925565244
0.03542658265696235,0.21616814839124548,-0.6808776809113318,0.08185821228371243,0.49720358269206716,0.1111111111111111,0.10876535155134431,0.37342110059306677,0.9856506288463308,0.24116163565895737,0.4285714285714286,0.595959595959596,1.0,0.0,20.82030395296921
0.05925491882130901,0.006705199432470729,-0.3861467498990887,0.07443329886503258,0.31582923587623135,0.18518518518518517,0.19139552011036015,0.6584264897082492,0.9947714495863245,0.21099616867739857,0.4285714285714286,0.4646464646464647,1.0,0.0,20.733014232436897
0.4902643991410744,0.004970373660032817,1.3263609108938685,0.19814686427497866,0.0457734770772593,0.18518518518518517,0.41318154978653593,0.18350105289885432,0.21959539332076755,0.383064350950468,0.4285714285714286,0.797979797979798,0.0,1.0,16.223492457819372
0.0011036428059416662,0.9480627859724587,-1.3446893810127096,0.34675376858854956,0.5486824864858162,0.07407407407407407,0.41024476824564,0.4658932922728922,0.9614361300008932,0.090255743967123,0.5714285714285714,0.10101010101010102,1.0,0.0,33.731959271965934
0.2830459783102143,0.011209441396598407,1.0626769049561091,0.09299659818891015,0.30572999417567726,0.8888888888888888,0.9132182316487558,0.6668595096631251,0.9844201320839556,0.25983176263362234,0.5714285714285714,0.38383838383838387,1.0,0.0,22.662139082933628
